transaction_id,transaction_date,sender_id,receiver_id,origin_country,destination_country,sender_bank,receiver_bank,currency,amount_usd,transaction_type,customer_segment,purpose_code,risk_rating,corridor,country_pair,transaction_day,transaction_week,transaction_month,log_amount_usd,risk_rating_num,entity_baseline_count,entity_baseline_median,entity_baseline_mad,peer_baseline_count,peer_baseline_median,peer_baseline_mad,entity_baseline_z,peer_baseline_z,baseline_score,rolling_median_amount,rolling_mean_amount,rolling_std_amount,rolling_txn_count,rolling_total_amount,rolling_amount_ratio,rolling_z,rolling_score,daily_amount_ratio,daily_count_ratio,daily_change_score,weekly_amount_ratio,weekly_count_ratio,weekly_change_score,monthly_amount_ratio,monthly_count_ratio,monthly_change_score,change_score,risk_context_score,anomaly_score,severity,is_alert,reason_codes,recommended_action
TXN001360,2025-06-23,CUST_A105,RCV_B202,USA,GBR,Harbor Bank,Atlantic Bank,USD,41039.91,Wire,Corporate,Capital Goods,Medium,USA->GBR,USA->GBR,2025-06-23,2025-06-23,2025-06-01,10.622324653088102,1,46,72097.23999999999,24157.20499999999,81,72205.72,23973.0,0.8671602979318178,0.8768756035957118,8.67,72173.525,85808.889,48609.682579235276,30.0,2574266.67,0.5686283162697126,0.9209889187617134,11.51,0.7038283958336835,1.0,0.0,0.40114280752283216,0.5,0.0,2.094605038822472,2.25,25.0,25.0,20.0,14.49,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN001192,2025-06-04,CUST_A101,RCV_B203,USA,DEU,Continental Finance,Harbor Bank,USD,74001.23,ACH,Corporate,Capital Goods,Medium,USA->DEU,USA->DEU,2025-06-04,2025-06-02,2025-06-01,11.211850506867387,1,42,88484.125,22869.18,82,77605.565,23316.455,0.42715622849179563,0.1042664486303773,4.27,90757.67000000001,89044.22766666667,31422.026086620168,30.0,2671326.83,0.8153716374605032,0.47874053777430176,5.98,0.9187557770465099,1.0,0.0,3.04850987118389,3.0,40.97,1.0609098008644173,1.2,4.0,40.97,20.0,14.48,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN001156,2025-05-29,CUST_A106,RCV_B205,GBR,USA,Atlantic Bank,Harbor Bank,USD,14532.61,Trade Finance,SME,Invoice Payment,Medium,GBR->USA,GBR->USA,2025-05-29,2025-05-26,2025-05-01,9.584219177185068,1,27,13269.9,3446.4800000000014,69,14424.21,5042.459999999999,0.2471210902137834,0.014500025781067374,2.47,13183.66,14248.19043478261,7088.123690808129,23.0,327708.38,1.1023198413794046,0.04012621359672747,1.46,3.170622141934583,1.0,43.41,0.48528134626832703,0.6666666666666666,0.0,1.0300754345167924,1.1666666666666667,3.33,43.41,30.0,14.48,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN001125,2025-05-25,CUST_A102,RCV_B205,USA,RUS,Mercury Trust,Mercury Trust,USD,22798.23,ACH,SME,Family Support,Low,USA->RUS,USA->RUS,2025-05-25,2025-05-19,2025-05-01,10.034482042442423,0,44,18696.25,7784.76,74,16891.605000000003,6573.849999999999,0.35541050848067246,0.6060403815876538,5.15,17586.57,18291.25633333333,10073.120485591176,30.0,548737.69,1.2963431755026704,0.44742576772645054,5.59,1.0502428184072108,0.5,1.0,2.6189917433087606,3.0,40.0,0.6916475966465676,0.6363636363636364,0.0,40.0,20.0,14.48,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000343,2025-02-11,CUST_A102,RCV_B201,USA,RUS,Atlantic Bank,Atlantic Bank,USD,6391.63,ACH,SME,Invoice Payment,Low,USA->RUS,USA->RUS,2025-02-11,2025-02-10,2025-02-01,8.7629010432902,0,44,18696.25,7784.76,74,16891.605000000003,6573.849999999999,1.0661171558275397,1.0773341554036069,10.66,27957.32,27206.205384615383,10782.223684562843,13.0,353680.67,0.228620983699439,1.930452937497122,24.13,0.18079169396236194,1.0,0.0,0.30047033588973104,0.75,0.0,0.8811391992737574,1.125,2.5,2.5,20.0,14.47,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN001393,2025-06-28,CUST_A105,RCV_B202,USA,ZAF,Atlantic Bank,Mercury Trust,USD,60980.64,Remittance,Corporate,Invoice Payment,Medium,USA->ZAF,USA->ZAF,2025-06-28,2025-06-23,2025-06-01,11.018328114244234,1,36,78482.515,26647.460000000003,76,74886.76000000001,30259.165000000005,0.4430071266642298,0.3099780823429862,4.43,73780.495,81927.698,41030.838874937486,30.0,2457830.94,0.8265143789019036,0.510519857121296,6.38,1.4968538725407143,2.0,20.0,2.6332654566258267,3.0,40.0,1.8021801729709628,2.3333333333333335,26.67,40.0,20.0,14.46,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000873,2025-04-17,CUST_A102,RCV_B204,GBR,USA,Harbor Bank,Continental Finance,USD,10868.33,Trade Finance,SME,Invoice Payment,Low,GBR->USA,GBR->USA,2025-04-17,2025-04-14,2025-04-01,9.293700340681086,0,42,14548.404999999999,5843.989999999999,69,14424.21,5042.459999999999,0.4247458649826574,0.47564900068617294,4.25,15542.44,17966.52857142857,13009.144988178154,21.0,377297.1,0.6992679399116226,0.5456314444860859,6.82,3.3548979276648323,2.0,47.1,0.6513850498010181,1.0,0.0,0.652307046302641,1.2857142857142858,5.71,47.1,10.0,14.45,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000104,2025-01-13,CUST_A103,RCV_B203,USA,DEU,Continental Finance,Atlantic Bank,USD,54110.15,ACH,NBFI,Services,High,USA->DEU,USA->DEU,2025-01-13,2025-01-13,2025-01-01,10.898795543414082,2,47,129230.5,39837.640000000014,47,129230.5,39837.640000000014,1.2718794606055976,1.2718794606055976,12.72,,,,,,1.0,0.0,0.0,0.49037611226980893,1.0,0.0,1.569750484348155,2.0,20.0,1.0,1.0,0.0,20.0,40.0,14.45,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000167,2025-01-22,CUST_A104,RCV_B203,USA,GBR,Mercury Trust,Harbor Bank,USD,1420.42,Remittance,Retail,Invoice Payment,Low,USA->GBR,USA->GBR,2025-01-22,2025-01-20,2025-01-01,7.25941165092839,0,42,2053.435,616.8649999999999,42,2053.435,616.8649999999999,0.6921589286148508,0.6921589286148508,6.92,,,,4.0,,1.0,0.0,0.0,0.9759385477931073,1.0,0.0,2.8592033059181845,4.0,60.0,1.0,1.0,0.0,60.0,0.0,14.42,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000420,2025-02-22,CUST_A104,RCV_B204,USA,GBR,Harbor Bank,Harbor Bank,USD,3465.88,Wire,Retail,Services,Low,USA->GBR,USA->GBR,2025-02-22,2025-02-17,2025-02-01,8.151010333029479,0,42,2053.435,616.8649999999999,42,2053.435,616.8649999999999,1.5444127199630393,1.5444127199630393,15.44,2016.21,2035.3177777777778,877.1941406018241,9.0,18317.86,1.7190074446610224,1.6308387801595943,20.39,1.7190074446610224,1.0,14.38,1.7190074446610224,1.0,14.38,0.4857422408161136,0.375,0.0,14.38,0.0,14.4,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000411,2025-02-21,CUST_A101,RCV_B202,USA,GBR,Continental Finance,Harbor Bank,USD,26862.95,Remittance,Corporate,Invoice Payment,Medium,USA->GBR,USA->GBR,2025-02-21,2025-02-17,2025-02-01,10.198540518088668,1,35,77002.83,20187.14,81,72205.72,23973.0,1.6752917481129075,1.2757559906978686,16.75,73995.595,74232.816,32150.5939648325,10.0,742328.16,0.3630344481992475,1.4733745215349647,18.42,0.1520252594544545,0.5,0.0,0.10650890647348406,0.3333333333333333,0.0,0.5694095087646577,0.5714285714285714,0.0,0.0,20.0,14.39,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000857,2025-04-15,CUST_A103,RCV_B205,USA,GBR,Harbor Bank,Harbor Bank,USD,119756.77,Wire,NBFI,Invoice Payment,High,USA->GBR,USA->GBR,2025-04-15,2025-04-14,2025-04-01,11.693226398345663,2,35,128672.26,40700.76999999999,35,128672.26,40700.76999999999,0.14774899848332096,0.14774899848332096,1.48,129107.005,139807.4590909091,57759.49887645493,22.0,3075764.1,0.9275776322129075,0.34714098080727224,4.34,0.8576674140185997,1.0,0.0,2.6228334169060346,2.0,32.46,2.0996567270502453,1.25,21.99,32.46,40.0,14.31,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000640,2025-03-23,CUST_A101,RCV_B205,USA,RUS,Harbor Bank,Mercury Trust,USD,52643.93,ACH,Corporate,Capital Goods,Medium,USA->RUS,USA->RUS,2025-03-23,2025-03-17,2025-03-01,10.871325216629039,1,49,81113.34,27431.65000000001,86,80558.525,26703.284999999996,0.7000168435001172,0.7050965575021949,7.0,83145.23,87940.79759999999,36614.09174977648,25.0,2198519.94,0.6331563458300615,0.9640241205823565,12.05,0.7292353477094453,1.0,0.0,1.561260992382304,1.25,11.23,1.4888683038772017,1.25,9.78,11.23,40.0,14.31,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000710,2025-03-30,CUST_A102,RCV_B206,USA,GBR,Harbor Bank,Atlantic Bank,USD,6862.56,Trade Finance,SME,Invoice Payment,Low,USA->GBR,USA->GBR,2025-03-30,2025-03-24,2025-03-01,8.833981536549038,0,43,16539.07,4881.01,82,15810.93,6287.589999999999,1.3371834917363412,0.9599346593845973,13.37,16600.82,18472.4232,7988.433639831388,25.0,461810.58,0.41338680860343047,1.45333412323934,18.17,0.5410236195641891,1.0,0.0,0.5083688444968641,0.6666666666666666,0.0,1.2210380034348798,1.6666666666666667,13.33,13.33,10.0,14.3,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN001140,2025-05-27,CUST_A105,RCV_B205,GBR,USA,Harbor Bank,Atlantic Bank,USD,137160.97,Wire,Corporate,Family Support,Medium,GBR->USA,GBR->USA,2025-05-27,2025-05-26,2025-05-01,11.828917769261698,1,23,99315.64,31831.940000000002,65,82919.45,23180.18,0.8019201809566114,1.5783270552687685,13.41,92084.91500000001,104272.34333333332,46668.46429642768,18.0,1876902.18,1.489505311483428,0.7047291390984167,8.81,1.9879329151302423,1.0,19.76,1.9879329151302423,1.0,19.76,1.3363925188946741,1.0,6.73,19.76,20.0,14.29,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000669,2025-03-25,CUST_A104,RCV_B205,USA,GBR,Atlantic Bank,Atlantic Bank,USD,2665.64,Wire,Retail,Intercompany Transfer,Low,USA->GBR,USA->GBR,2025-03-25,2025-03-24,2025-03-01,7.888574531943863,0,42,2053.435,616.8649999999999,42,2053.435,616.8649999999999,0.669404606356334,0.669404606356334,6.69,2196.995,2364.972777777778,882.250343300242,18.0,42569.51,1.2133118190983594,0.34079581210194065,4.26,2.752122113376113,2.0,35.04,2.3447296873152976,2.5,30.0,3.551947363103657,3.6666666666666665,53.33,53.33,0.0,14.29,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000272,2025-02-03,CUST_A105,RCV_B201,USA,ARE,Mercury Trust,Harbor Bank,USD,41771.45,ACH,Corporate,Services,Medium,USA->ARE,USA->ARE,2025-02-03,2025-02-03,2025-02-01,10.63999231030786,1,41,72133.68,27118.190000000002,79,66879.51,22863.639999999992,0.7551877221525476,0.7407126105029647,7.55,86183.58499999999,85026.4375,34919.40035197223,8.0,680211.5,0.48467988422621316,1.238709343917957,15.48,0.8417205242304127,1.0,0.0,1.1514554722189356,2.0,20.0,0.6261845524038043,1.1428571428571428,2.86,20.0,20.0,14.29,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000148,2025-01-20,CUST_A104,RCV_B206,USA,GBR,Mercury Trust,Continental Finance,USD,1455.44,ACH,Retail,Capital Goods,Low,USA->GBR,USA->GBR,2025-01-20,2025-01-20,2025-01-01,7.2837503809062705,0,42,2053.435,616.8649999999999,42,2053.435,616.8649999999999,0.65386693603949,0.65386693603949,6.54,,,,,,1.0,0.0,0.0,0.6509152545404945,1.0,0.0,2.8592033059181845,4.0,60.0,1.0,1.0,0.0,60.0,0.0,14.29,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000147,2025-01-20,CUST_A105,RCV_B204,USA,DEU,Harbor Bank,Atlantic Bank,USD,40354.92,ACH,Corporate,Intercompany Transfer,Medium,USA->DEU,USA->DEU,2025-01-20,2025-01-20,2025-01-01,10.605493379169282,1,40,70286.755,19976.039999999997,82,77605.565,23316.455,1.0106619083411932,1.0775891983794277,10.11,56270.1,85252.324,44852.55648111872,5.0,426261.62,0.7171645332068007,1.0009998876853352,12.51,0.24676029777615666,1.0,0.0,0.8810452141344753,2.0,20.0,1.0,1.0,0.0,20.0,20.0,14.29,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN001287,2025-06-15,CUST_A102,RCV_B206,USA,ZAF,Harbor Bank,Mercury Trust,USD,20424.89,Remittance,SME,Intercompany Transfer,Low,USA->ZAF,USA->ZAF,2025-06-15,2025-06-09,2025-06-01,9.92455849283029,0,33,14268.54,6156.3499999999985,71,14268.54,4991.700000000001,0.6745,0.831872523388825,7.07,13710.43,14193.311599999999,6134.110361901019,25.0,354832.79,1.4897337282638108,1.015889514917168,12.7,1.9026466990743836,3.0,40.0,1.1861644596652916,1.5,10.0,2.2074585694776214,1.8333333333333333,24.15,40.0,0.0,14.28,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN001060,2025-05-13,CUST_A106,RCV_B206,GBR,USA,Harbor Bank,Continental Finance,USD,14824.92,Trade Finance,SME,Intercompany Transfer,Medium,GBR->USA,GBR->USA,2025-05-13,2025-05-12,2025-05-01,9.604132279276032,1,27,13269.9,3446.4800000000014,69,14424.21,5042.459999999999,0.3043281812167777,0.05360060268202439,3.04,12784.035,14523.632000000001,7237.017975282775,20.0,290472.64,1.1596432581731824,0.041631511905734386,2.28,1.0537890775036136,2.0,20.0,1.9249509622348129,3.0,40.0,1.0300754345167924,1.1666666666666667,3.33,40.0,30.0,14.25,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000770,2025-04-05,CUST_A102,RCV_B206,USA,GBR,Continental Finance,Atlantic Bank,USD,12946.29,ACH,SME,Intercompany Transfer,Low,USA->GBR,USA->GBR,2025-04-05,2025-03-31,2025-04-01,9.468641778819148,0,43,16539.07,4881.01,82,15810.93,6287.589999999999,0.4964812835867984,0.3073037014181904,4.96,16600.82,18026.814814814814,7993.0111486697115,27.0,486724.0,0.7798584648228221,0.6356208843347319,7.95,0.7172118115147976,1.0,0.0,3.532221890258128,1.5,50.64,1.0838892338797563,0.8,1.68,50.64,0.0,14.25,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000315,2025-02-08,CUST_A105,RCV_B202,USA,ARE,Harbor Bank,Harbor Bank,USD,38882.14,Remittance,Corporate,Family Support,Medium,USA->ARE,USA->ARE,2025-02-08,2025-02-03,2025-02-01,10.568316016630229,1,41,72133.68,27118.190000000002,79,66879.51,22863.639999999992,0.8270523855021296,0.8259501140238388,8.27,71723.605,78407.09599999999,34225.61138736931,10.0,784070.96,0.542110787654915,1.1548356449400452,14.44,0.626242329235548,1.0,0.0,1.1514554722189356,2.0,20.0,0.6261845524038043,1.1428571428571428,2.86,20.0,20.0,14.23,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000704,2025-03-29,CUST_A101,RCV_B201,USA,ZAF,Mercury Trust,Atlantic Bank,USD,44747.52,Wire,Corporate,Capital Goods,Medium,USA->ZAF,USA->ZAF,2025-03-29,2025-03-24,2025-03-01,10.708813650530391,1,40,72727.255,29467.840000000004,76,74886.76000000001,30259.165000000005,0.6404382288454126,0.6718267797541673,6.4,59976.43,82799.43272727272,58208.778561570165,11.0,910793.76,0.7460850870917125,0.653714330855155,8.17,0.49471120133335306,1.0,0.0,2.631303647433351,2.0,32.63,1.7655094658231787,1.2,15.31,32.63,20.0,14.22,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000311,2025-02-07,CUST_A102,RCV_B206,USA,DEU,Harbor Bank,Harbor Bank,USD,10881.09,ACH,SME,Intercompany Transfer,Low,USA->DEU,USA->DEU,2025-02-07,2025-02-03,2025-02-01,9.294873597550174,0,40,17473.445,5031.5650000000005,83,17241.39,5163.17,0.8837297038794091,0.8308892308407431,8.84,17341.36,16803.416,3190.469032606961,5.0,84017.08,0.6274646279184563,1.8562555973661388,23.2,2.0354362643025152,2.0,20.71,1.3282760759615675,1.5,10.0,1.7364866762805848,1.8,16.0,20.71,0.0,14.2,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000237,2025-01-30,CUST_A106,RCV_B203,USA,GBR,Mercury Trust,Harbor Bank,USD,7838.52,Trade Finance,SME,Services,Medium,USA->GBR,USA->GBR,2025-01-30,2025-01-27,2025-01-01,8.966932886980363,1,39,15583.46,6544.15,82,15810.93,6287.589999999999,0.798264408670339,0.8552387393261967,7.98,15588.07,15779.284,4308.091720878747,5.0,78896.42,0.5028537849778709,1.8432207377377459,23.04,0.4888750569890213,1.0,0.0,0.2478829518567219,0.5,0.0,1.0,1.0,0.0,0.0,30.0,14.2,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN001173,2025-06-01,CUST_A101,RCV_B201,USA,GBR,Atlantic Bank,Harbor Bank,USD,69814.34,Trade Finance,Corporate,Invoice Payment,Medium,USA->GBR,USA->GBR,2025-06-01,2025-05-26,2025-06-01,11.153609035378045,1,35,77002.83,20187.14,81,72205.72,23973.0,0.24018441963547105,0.06728343594877584,2.4,73995.595,78572.20192307692,39214.2236408408,26.0,2042877.25,0.94349319037167,0.22333380875493847,2.79,0.6585400524705225,1.0,0.0,1.4027540017283888,3.0,40.0,1.6185618754967754,2.25,25.0,40.0,30.0,14.18,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000641,2025-03-23,CUST_A102,RCV_B201,GBR,USA,Harbor Bank,Mercury Trust,USD,5875.52,Trade Finance,SME,Capital Goods,Low,GBR->USA,GBR->USA,2025-03-23,2025-03-17,2025-03-01,8.678720028953487,0,42,14548.404999999999,5843.989999999999,69,14424.21,5042.459999999999,1.001004610291941,1.143507614339033,10.01,15684.01,19660.693571428572,14305.077789564599,14.0,275249.71,0.37461848086044325,0.9636559670779776,12.05,0.10058515693062842,1.0,0.0,0.10058515693062842,1.0,0.0,2.3906924843880533,2.3333333333333335,27.81,27.81,10.0,14.18,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000446,2025-02-24,CUST_A102,RCV_B203,USA,GBR,Harbor Bank,Mercury Trust,USD,31044.68,Trade Finance,SME,Family Support,Low,USA->GBR,USA->GBR,2025-02-24,2025-02-24,2025-02-01,10.343214947247306,0,43,16539.07,4881.01,82,15810.93,6287.589999999999,2.0045101208561342,1.634197582062444,20.05,20760.43,20259.267333333333,7504.902880406885,15.0,303889.01,1.4953775042231785,1.4371155547960837,17.96,1.0681110599232135,1.0,1.36,0.9800296767264154,0.6666666666666666,0.0,0.48592360982515065,0.6,0.0,1.36,10.0,14.18,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000660,2025-03-25,CUST_A102,RCV_B204,USA,DEU,Continental Finance,Continental Finance,USD,17834.96,Trade Finance,SME,Capital Goods,Low,USA->DEU,USA->DEU,2025-03-25,2025-03-24,2025-03-01,9.788971923089548,0,40,17473.445,5031.5650000000005,83,17241.39,5163.17,0.04846243017828441,0.07754208461081076,0.66,17473.445,37681.916,89048.63735634518,20.0,753638.32,1.0206893946786109,0.2228777058157398,2.79,1.9959190191834153,2.0,20.0,0.10138213293587181,1.5,10.0,3.8979745232412393,1.0,57.96,57.96,10.0,14.16,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000250,2025-01-31,CUST_A106,RCV_B203,USA,RUS,Harbor Bank,Harbor Bank,USD,14800.88,ACH,SME,Capital Goods,Medium,USA->RUS,USA->RUS,2025-01-31,2025-01-27,2025-01-01,9.602509478711983,1,30,15336.224999999999,5192.509999999998,74,16891.605000000003,6573.849999999999,0.06954058875187524,0.21451569666177395,1.83,12438.375,12985.42875,5351.35796234572,8.0,103883.43,1.1899367883666474,0.3392505720555859,4.24,0.7881549484401582,0.5,0.0,2.559339511200295,2.0,31.19,1.0,1.0,0.0,31.19,40.0,14.15,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN001341,2025-06-21,CUST_A101,RCV_B203,GBR,USA,Harbor Bank,Atlantic Bank,USD,28275.06,Trade Finance,Corporate,Services,Medium,GBR->USA,GBR->USA,2025-06-21,2025-06-16,2025-06-01,10.249770789229462,1,42,72474.635,21406.610000000004,65,82919.45,23180.18,1.3926826030604562,1.5900498207951792,13.93,72609.705,84151.037,43987.4878624388,30.0,2524531.11,0.3894115807246428,1.2702697906900215,15.88,0.3938044352522119,1.0,0.0,0.4866561381132499,1.0,0.0,0.965082656874097,0.8333333333333334,0.0,0.0,30.0,14.14,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000180,2025-01-24,CUST_A102,RCV_B203,USA,RUS,Continental Finance,Continental Finance,USD,40243.71,ACH,SME,Capital Goods,Low,USA->RUS,USA->RUS,2025-01-24,2025-01-20,2025-01-01,10.60273384563779,0,44,18696.25,7784.76,74,16891.605000000003,6573.849999999999,1.8669505251285845,2.3960076397392696,20.37,,,,4.0,,1.0,0.0,0.0,1.6136631467941227,1.0,12.27,1.901595464551067,2.0,20.0,1.0,1.0,0.0,20.0,20.0,14.13,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN001376,2025-06-26,CUST_A104,RCV_B206,GBR,USA,Atlantic Bank,Atlantic Bank,USD,1053.41,Trade Finance,Retail,Intercompany Transfer,Low,GBR->USA,GBR->USA,2025-06-26,2025-06-23,2025-06-01,6.960736647770037,0,40,2091.1,625.2000000000003,40,2091.1,625.2000000000003,1.11951680262316,1.11951680262316,11.2,1960.38,2311.1723333333334,1080.4997951339712,30.0,69335.17,0.5373499015496995,1.1640560590549518,14.55,2.0821793310222056,2.0,21.64,1.8551251794017216,1.5,17.1,1.4206924865577117,1.5,10.0,21.64,10.0,14.11,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000728,2025-04-01,CUST_A104,RCV_B205,USA,ZAF,Continental Finance,Harbor Bank,USD,1342.63,Remittance,Retail,Family Support,Low,USA->ZAF,USA->ZAF,2025-04-01,2025-03-31,2025-04-01,7.203130185562702,0,57,2530.55,957.3999999999996,57,2530.55,957.3999999999996,0.836904157092125,0.836904157092125,8.37,2105.645,2218.948,827.2608984026742,20.0,44378.96,0.6376335992059441,1.0593006410577945,13.24,0.5878513881355342,1.0,0.0,2.7886296795768164,2.5,35.77,1.6197145486202777,1.6666666666666667,13.33,35.77,0.0,14.06,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000233,2025-01-29,CUST_A106,RCV_B205,USA,RUS,Continental Finance,Mercury Trust,USD,13304.92,Remittance,SME,Invoice Payment,Medium,USA->RUS,USA->RUS,2025-01-29,2025-01-27,2025-01-01,9.495964327958491,1,30,15336.224999999999,5192.509999999998,74,16891.605000000003,6573.849999999999,0.2638637619378681,0.3680064243175616,3.13,11571.83,14359.872,5494.437487318971,5.0,71799.36,1.1497680142207412,0.1920036404881852,2.4,0.7262843929525153,0.5,0.0,2.559339511200295,2.0,31.19,1.0,1.0,0.0,31.19,40.0,14.05,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN001362,2025-06-23,CUST_A102,RCV_B204,USA,ZAF,Mercury Trust,Continental Finance,USD,3514.85,Wire,SME,Capital Goods,Low,USA->ZAF,USA->ZAF,2025-06-23,2025-06-23,2025-06-01,8.165036595778973,0,33,14268.54,6156.3499999999985,71,14268.54,4991.700000000001,1.1781922575876944,1.4530849019372156,12.35,14870.615000000002,16256.689000000002,9817.140892055539,30.0,487700.67000000004,0.23636211414255562,1.2979175036910449,16.22,0.31949783523025277,1.0,0.0,0.29019765711240514,0.5,0.0,2.2074585694776214,1.8333333333333333,24.15,24.15,0.0,14.02,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN001015,2025-05-07,CUST_A106,RCV_B205,USA,GBR,Harbor Bank,Atlantic Bank,USD,14291.61,Remittance,SME,Invoice Payment,Medium,USA->GBR,USA->GBR,2025-05-07,2025-05-05,2025-05-01,9.567497899452746,1,39,15583.46,6544.15,82,15810.93,6287.589999999999,0.13314988577584547,0.16298475886627467,1.39,15588.07,15471.3564,6560.995351435561,25.0,386783.91000000003,0.9168299860085309,0.17981210728062302,2.25,0.8671356802213404,1.0,0.0,1.5206907112552748,1.0,10.41,3.464560224675415,1.5,49.29,49.29,20.0,14.02,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
TXN000241,2025-01-30,CUST_A106,RCV_B204,USA,RUS,Atlantic Bank,Continental Finance,USD,14012.57,Wire,SME,Capital Goods,Medium,USA->RUS,USA->RUS,2025-01-30,2025-01-27,2025-01-01,9.547781424857616,1,30,15336.224999999999,5192.509999999998,74,16891.605000000003,6573.849999999999,0.17194098759559434,0.2953990595313253,2.51,11571.83,12838.694285714286,5705.768010916315,7.0,89870.86,1.2109208310180843,0.20573491807585706,3.01,1.4114440372433656,2.0,20.0,2.559339511200295,2.0,31.19,1.0,1.0,0.0,31.19,40.0,14.02,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000909,2025-04-22,CUST_A105,RCV_B204,USA,GBR,Continental Finance,Continental Finance,USD,52185.96,Trade Finance,Corporate,Services,Medium,USA->GBR,USA->GBR,2025-04-22,2025-04-21,2025-04-01,10.862587934234288,1,46,72097.23999999999,24157.20499999999,81,72205.72,23973.0,0.5559483541245769,0.5632723530638636,5.56,72708.43,84647.04310344828,44251.103968826086,29.0,2454764.25,0.7177429082157324,0.733565497627277,9.17,0.4422033263688742,2.0,20.0,0.5006402470152352,1.5,10.0,1.196106239526843,2.2,24.0,24.0,30.0,14.0,Low,False,No major anomaly indicators triggered,No immediate action; retain for monitoring and periodic review.
TXN000344,2025-02-11,CUST_A102,RCV_B201,USA,ARE,Mercury Trust,Atlantic Bank,USD,11056.69,Remittance,SME,Intercompany Transfer,Low,USA->ARE,USA->ARE,2025-02-11,2025-02-10,2025-02-01,9.310881392502386,0,39,15116.55,6475.519999999999,96,14598.11,5405.365000000001,0.4228811848314884,0.44191054443131955,4.23,13307.44,19450.794444444444,11997.437336484367,9.0,175057.15,0.8308652903939451,0.6996581193983702,8.75,0.944827273861467,1.0,0.0,0.416645727346107,0.6,0.0,3.4678168187761353,3.0,49.36,49.36,0.0,13.98,Low,False,Sudden time-period change in transaction amount or count,No immediate action; retain for monitoring and periodic review.
